Location,Type,DOB,DOW,Cal Year,Fiscal Year,Week,Period,Quarter,Hours,Labor $,Hour %,SalaryCost,SalaryPercent,Total Payroll,Sales,Area
Five Points,Actual,1/9/24,Tuesday,2024,2024,2,1,1,29.7,554,41.9,0,0,554,1323.44,SoCal 4
Five Points,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,34.5,554.56,42.66,0,0,554.56,1300,SoCal 4
Five Points,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/9/24,Tuesday,2024,2024,2,1,1,33.01,664,31.31,0,0,664,2120.63,SoCal 4
LBX,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,34,684.7,21.4,0,0,684.7,3200,SoCal 4
LBX,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/9/24,Tuesday,2024,2024,2,1,1,36.57,636,19.29,0,0,636,3297.63,SoCal 4
Long Beach,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,39.5,689.2,22.97,0,0,689.2,3000,SoCal 4
Long Beach,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,37.63,709,26.74,0,0,709,2651.31,SoCal 4
Manhattan Beach,Actual,1/9/24,Tuesday,2024,2024,2,1,1,39.18,788,29.85,0,0,788,2639.34,SoCal 4
Manhattan Beach,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,36.5,742.6,22.5,0,0,742.6,3300,SoCal 4
Manhattan Beach,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,53.39,1215,31.51,0,0,1215,3856.47,SoCal 4
Marina Del Rey,Actual,1/9/24,Tuesday,2024,2024,2,1,1,29.97,611,40.47,0,0,611,1509.24,SoCal 4
Marina Del Rey,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,30.5,629.35,27.36,0,0,629.35,2300,SoCal 4
Marina Del Rey,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,26.96,555,31.02,0,0,555,1789.61,SoCal 4
Newport Beach,Actual,1/9/24,Tuesday,2024,2024,2,1,1,32.37,603,15.12,183,4,786,4151.85,SoCal 4
Newport Beach,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,29.5,536.75,17.89,0,0,536.75,3000,SoCal 4
Newport Beach,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,26.23,436,26.08,177,11,613,1671.44,SoCal 4
Tustin,Actual,1/9/24,Tuesday,2024,2024,2,1,1,29.14,553,22.93,0,0,553,2413.05,SoCal 4
Tustin,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,34,645,23.04,0,0,645,2800,SoCal 4
Tustin,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,31.72,519,18.16,0,0,519,2857.97,SoCal 4
Westminster,Actual,1/9/24,Tuesday,2024,2024,2,1,1,27.53,526,30.02,0,0,526,1753.02,SoCal 4
Westminster,Scheduled,1/9/24,Tuesday,2024,2024,2,1,1,29.5,564.06,33.18,0,0,564.06,1700,SoCal 4
Westminster,Year Ago,1/9/24,Tuesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/10/24,Wednesday,2024,2024,2,1,1,33.99,679,32.56,0,0,679,2086.35,SoCal 4
Carson,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,35.5,703.25,26.05,0,0,703.25,2700,SoCal 4
Carson,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,35.01,698,24.87,0,0,698,2806.68,SoCal 4
Costa Mesa,Actual,1/10/24,Wednesday,2024,2024,2,1,1,22.6,471,21.74,0,0,471,2165.31,SoCal 4
Costa Mesa,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,33.5,651.5,43.43,0,0,651.5,1500,SoCal 4
Costa Mesa,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,27.76,431,27.05,0,0,431,1595.1,SoCal 4
El Segundo,Actual,1/10/24,Wednesday,2024,2024,2,1,1,38.61,786,21.02,0,0,786,3739.97,SoCal 4
El Segundo,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,35.5,713.15,17.83,0,0,713.15,4000,SoCal 4
El Segundo,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,45.73,872,23.82,0,0,872,3662,SoCal 4
Fountain Valley,Actual,1/10/24,Wednesday,2024,2024,2,1,1,36.13,658,38.86,0,0,658,1759.59,SoCal 4
Fountain Valley,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,31,583.5,27.79,0,0,583.5,2100,SoCal 4
Fountain Valley,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,37.34,597,22.33,0,0,597,2674.47,SoCal 4
Five Points,Actual,1/10/24,Wednesday,2024,2024,2,1,1,34.25,637,38.9,0,0,637,1637.32,SoCal 4
Five Points,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,30,570.75,33.57,0,0,570.75,1700,SoCal 4
Five Points,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/10/24,Wednesday,2024,2024,2,1,1,34.28,684,25.77,0,0,684,2655.68,SoCal 4
LBX,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,35,699.8,22.57,0,0,699.8,3100,SoCal 4
LBX,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/10/24,Wednesday,2024,2024,2,1,1,39.55,687,26.3,0,0,687,2612.34,SoCal 4
Long Beach,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,43,746.68,24.89,0,0,746.68,3000,SoCal 4
Long Beach,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,42.6,730,23.41,0,0,730,3120.32,SoCal 4
Manhattan Beach,Actual,1/10/24,Wednesday,2024,2024,2,1,1,33.79,655,30.01,0,0,655,2183.04,SoCal 4
Manhattan Beach,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,37.5,726.98,20.77,0,0,726.98,3500,SoCal 4
Manhattan Beach,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,49.17,1027,27.95,0,0,1027,3672.99,SoCal 4
Marina Del Rey,Actual,1/10/24,Wednesday,2024,2024,2,1,1,30.31,629,26.87,0,0,629,2340.55,SoCal 4
Marina Del Rey,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,31,662.58,27.61,0,0,662.58,2400,SoCal 4
Marina Del Rey,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,28.42,545,23.07,0,0,545,2362.3,SoCal 4
Newport Beach,Actual,1/10/24,Wednesday,2024,2024,2,1,1,39.66,737,20.73,183,5,920,3553.17,SoCal 4
Newport Beach,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,32.25,589.75,25.64,0,0,589.75,2300,SoCal 4
Newport Beach,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,32.88,595,17.83,177,5,772,3335.98,SoCal 4
Tustin,Actual,1/10/24,Wednesday,2024,2024,2,1,1,30.51,586,18.71,0,0,586,3130.31,SoCal 4
Tustin,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,30.5,580,16.11,0,0,580,3600,SoCal 4
Tustin,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,40.12,730,17.39,0,0,730,4197.24,SoCal 4
Westminster,Actual,1/10/24,Wednesday,2024,2024,2,1,1,31.62,589,31.59,0,0,589,1865.62,SoCal 4
Westminster,Scheduled,1/10/24,Wednesday,2024,2024,2,1,1,28.5,545,27.25,0,0,545,2000,SoCal 4
Westminster,Year Ago,1/10/24,Wednesday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/11/24,Thursday,2024,2024,2,1,1,34.05,676,32.7,0,0,676,2068.74,SoCal 4
Carson,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,34,677.9,25.11,0,0,677.9,2700,SoCal 4
Carson,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,29.42,593,26.94,0,0,593,2263.24,SoCal 4
Costa Mesa,Actual,1/11/24,Thursday,2024,2024,2,1,1,24.16,479,22.4,0,0,479,2254.98,SoCal 4
Costa Mesa,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,25.5,422.06,21.1,0,0,422.06,2000,SoCal 4
Costa Mesa,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,29.72,484,22.95,0,0,484,2110.2,SoCal 4
El Segundo,Actual,1/11/24,Thursday,2024,2024,2,1,1,35.3,773,27.92,0,0,773,2768.74,SoCal 4
Carson,Actual,2/5/24,Monday,2024,2024,6,2,1,34.34,682,29.4,0,0,682,2320.52,SoCal 4
Carson,Scheduled,2/5/24,Monday,2024,2024,6,2,1,34,673.95,26.96,0,0,673.95,2500,SoCal 4
Carson,Year Ago,2/5/24,Monday,2024,2024,6,2,1,34.96,690,30.95,0,0,690,2286.71,SoCal 4
Costa Mesa,Actual,2/5/24,Monday,2024,2024,6,2,1,30.15,598,28.7,0,0,598,2084.82,SoCal 4
Costa Mesa,Scheduled,2/5/24,Monday,2024,2024,6,2,1,27,532.56,33.29,0,0,532.56,1600,SoCal 4
Costa Mesa,Year Ago,2/5/24,Monday,2024,2024,6,2,1,30.26,558,33.16,0,0,558,1682.74,SoCal 4
El Segundo,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,34.5,748.6,18.26,0,0,748.6,4100,SoCal 4
El Segundo,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,42.93,823,18.94,0,0,823,4342.15,SoCal 4
Fountain Valley,Actual,1/11/24,Thursday,2024,2024,2,1,1,34.41,569,22.24,0,0,569,2631.67,SoCal 4
Fountain Valley,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,33,546,22.75,0,0,546,2400,SoCal 4
Fountain Valley,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,34.64,622,20.24,0,0,622,3158.6,SoCal 4
Five Points,Actual,1/11/24,Thursday,2024,2024,2,1,1,34.97,617,36.75,0,0,617,1679.3,SoCal 4
Five Points,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,37,654.56,32.73,0,0,654.56,2000,SoCal 4
Five Points,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/11/24,Thursday,2024,2024,2,1,1,33.01,642,23.81,0,0,642,2694.18,SoCal 4
LBX,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,34.5,669.95,21.61,0,0,669.95,3100,SoCal 4
LBX,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/11/24,Thursday,2024,2024,2,1,1,38.37,710,16.31,0,0,710,4463.77,SoCal 4
Long Beach,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,38,772.18,24.13,0,0,772.18,3200,SoCal 4
Long Beach,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,47.77,996,34.56,0,0,996,2882.85,SoCal 4
Manhattan Beach,Actual,1/11/24,Thursday,2024,2024,2,1,1,41.39,821,35.37,0,0,821,2320.54,SoCal 4
Manhattan Beach,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,37,746.3,21.32,0,0,746.3,3500,SoCal 4
Manhattan Beach,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,52.62,1019,24.17,0,0,1019,4214.31,SoCal 4
Marina Del Rey,Actual,1/11/24,Thursday,2024,2024,2,1,1,31.14,629,28.84,0,0,629,2181.35,SoCal 4
Marina Del Rey,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,29.5,600.23,24.01,0,0,600.23,2500,SoCal 4
Marina Del Rey,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,32.95,621,34.7,0,0,621,1790.25,SoCal 4
Newport Beach,Actual,1/11/24,Thursday,2024,2024,2,1,1,35.85,651,21.04,183,6,834,3095.44,SoCal 4
Newport Beach,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,34.5,623.25,25.97,0,0,623.25,2400,SoCal 4
Newport Beach,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,33.27,593,19.84,177,6,770,2986.48,SoCal 4
Tustin,Actual,1/11/24,Thursday,2024,2024,2,1,1,35.78,651,17.02,0,0,651,3823.34,SoCal 4
Tustin,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,31.5,583,18.22,0,0,583,3200,SoCal 4
Tustin,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,37.29,652,26.67,0,0,652,2445.41,SoCal 4
Westminster,Actual,1/11/24,Thursday,2024,2024,2,1,1,28.49,490,21.7,0,0,490,2257.86,SoCal 4
Westminster,Scheduled,1/11/24,Thursday,2024,2024,2,1,1,29,563.31,28.17,0,0,563.31,2000,SoCal 4
Westminster,Year Ago,1/11/24,Thursday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/12/24,Friday,2024,2024,2,1,1,37.86,741,28.42,0,0,741,2607.13,SoCal 4
Carson,Scheduled,1/12/24,Friday,2024,2024,2,1,1,39.5,774.65,28.69,0,0,774.65,2700,SoCal 4
Carson,Year Ago,1/12/24,Friday,2024,2024,2,1,1,44.12,838,32.92,0,0,838,2654.61,SoCal 4
Costa Mesa,Actual,1/12/24,Friday,2024,2024,2,1,1,21.65,436,22.48,0,0,436,1938.03,SoCal 4
Costa Mesa,Scheduled,1/12/24,Friday,2024,2024,2,1,1,32,533,23.17,0,0,533,2300,SoCal 4
Costa Mesa,Year Ago,1/12/24,Friday,2024,2024,2,1,1,29.94,529,29.07,0,0,529,1819.55,SoCal 4
El Segundo,Actual,1/12/24,Friday,2024,2024,2,1,1,36.11,792,27.25,0,0,792,2905.62,SoCal 4
El Segundo,Scheduled,1/12/24,Friday,2024,2024,2,1,1,34.5,754,19.84,0,0,754,3800,SoCal 4
El Segundo,Year Ago,1/12/24,Friday,2024,2024,2,1,1,39.36,767,22.02,0,0,767,3484.82,SoCal 4
Fountain Valley,Actual,1/12/24,Friday,2024,2024,2,1,1,33.85,614,17.74,0,0,614,3462.43,SoCal 4
Fountain Valley,Scheduled,1/12/24,Friday,2024,2024,2,1,1,33.5,613.5,22.72,0,0,613.5,2700,SoCal 4
Fountain Valley,Year Ago,1/12/24,Friday,2024,2024,2,1,1,33.16,651,20.28,0,0,651,3424.29,SoCal 4
Five Points,Actual,1/12/24,Friday,2024,2024,2,1,1,31.36,580,36.46,0,0,580,1590.42,SoCal 4
Five Points,Scheduled,1/12/24,Friday,2024,2024,2,1,1,43.75,724.56,34.5,0,0,724.56,2100,SoCal 4
Five Points,Year Ago,1/12/24,Friday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/12/24,Friday,2024,2024,2,1,1,34,685,24.52,0,0,685,2793.57,SoCal 4
LBX,Scheduled,1/12/24,Friday,2024,2024,2,1,1,35,708.75,22.15,0,0,708.75,3200,SoCal 4
LBX,Year Ago,1/12/24,Friday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/12/24,Friday,2024,2024,2,1,1,44.8,778,22.91,0,0,778,3477.47,SoCal 4
Long Beach,Scheduled,1/12/24,Friday,2024,2024,2,1,1,36.5,631.83,19.74,0,0,631.83,3200,SoCal 4
Long Beach,Year Ago,1/12/24,Friday,2024,2024,2,1,1,47.11,892,25.8,0,0,892,3522.63,SoCal 4
Manhattan Beach,Actual,1/12/24,Friday,2024,2024,2,1,1,34.57,699,26.49,0,0,699,2639.85,SoCal 4
Manhattan Beach,Scheduled,1/12/24,Friday,2024,2024,2,1,1,37,752.03,21.49,0,0,752.03,3500,SoCal 4
Manhattan Beach,Year Ago,1/12/24,Friday,2024,2024,2,1,1,54.2,1043,31.62,0,0,1043,3298.83,SoCal 4
Marina Del Rey,Actual,1/12/24,Friday,2024,2024,2,1,1,30.36,593,28.98,0,0,593,2045.39,SoCal 4
Marina Del Rey,Scheduled,1/12/24,Friday,2024,2024,2,1,1,30,588.71,23.55,0,0,588.71,2500,SoCal 4
Marina Del Rey,Year Ago,1/12/24,Friday,2024,2024,2,1,1,34.51,631,24.13,0,0,631,2614.72,SoCal 4
Newport Beach,Actual,1/12/24,Friday,2024,2024,2,1,1,35.2,647,33.15,183,9,830,2003.93,SoCal 4
Newport Beach,Scheduled,1/12/24,Friday,2024,2024,2,1,1,36.5,646.5,29.39,0,0,646.5,2200,SoCal 4
Newport Beach,Year Ago,1/12/24,Friday,2024,2024,2,1,1,35.08,618,19.56,177,6,795,3160.88,SoCal 4
Tustin,Actual,1/12/24,Friday,2024,2024,2,1,1,34.23,566,26.01,0,0,566,2175.27,SoCal 4
Tustin,Scheduled,1/12/24,Friday,2024,2024,2,1,1,37.5,622,23.92,0,0,622,2600,SoCal 4
Tustin,Year Ago,1/12/24,Friday,2024,2024,2,1,1,43.04,754,14.51,0,0,754,5191.94,SoCal 4
Westminster,Actual,1/12/24,Friday,2024,2024,2,1,1,28.03,519,31.95,0,0,519,1623.33,SoCal 4
Westminster,Scheduled,1/12/24,Friday,2024,2024,2,1,1,26.5,477.38,21.7,0,0,477.38,2200,SoCal 4
Westminster,Year Ago,1/12/24,Friday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/13/24,Saturday,2024,2024,2,1,1,34.36,601,23.32,0,0,601,2578.33,SoCal 4
Carson,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,34.5,603.38,24.14,0,0,603.38,2500,SoCal 4
Carson,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,46.26,860,35.11,0,0,860,2451.01,SoCal 4
Costa Mesa,Actual,1/13/24,Saturday,2024,2024,2,1,1,28.61,533,29.95,0,0,533,1831.49,SoCal 4
Costa Mesa,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,28,523.88,26.19,0,0,523.88,2000,SoCal 4
Costa Mesa,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,34.48,599,36.8,0,0,599,1627.37,SoCal 4
El Segundo,Actual,1/13/24,Saturday,2024,2024,2,1,1,27.89,540,24.41,0,0,540,2211.84,SoCal 4
El Segundo,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,30.5,585.65,21.69,0,0,585.65,2700,SoCal 4
El Segundo,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,28.81,494,20.08,0,0,494,2458.47,SoCal 4
Fountain Valley,Actual,1/13/24,Saturday,2024,2024,2,1,1,39.39,715,29.01,0,0,715,2463.91,SoCal 4
Fountain Valley,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,42,757,25.23,0,0,757,3000,SoCal 4
Fountain Valley,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,39.93,654,24.21,0,0,654,2702.44,SoCal 4
Five Points,Actual,1/13/24,Saturday,2024,2024,2,1,1,36.55,642,30.28,0,0,642,2225.68,SoCal 4
Five Points,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,39,714.81,32.49,0,0,714.81,2200,SoCal 4
Five Points,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/13/24,Saturday,2024,2024,2,1,1,34.49,713,24.99,0,0,713,2853.69,SoCal 4
LBX,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,35,724.3,21.95,0,0,724.3,3300,SoCal 4
LBX,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/13/24,Saturday,2024,2024,2,1,1,38.01,685,22.8,0,0,685,3004.18,SoCal 4
Long Beach,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,42.5,859.98,25.29,0,0,859.98,3400,SoCal 4
Long Beach,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,37.2,639,20.77,0,0,639,3077.7,SoCal 4
Manhattan Beach,Actual,1/13/24,Saturday,2024,2024,2,1,1,42.56,841,24.54,0,0,841,3425.93,SoCal 4
Manhattan Beach,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,45.5,807.7,20.19,0,0,807.7,4000,SoCal 4
Manhattan Beach,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,52.75,1057,33.6,0,0,1057,3144.43,SoCal 4
Marina Del Rey,Actual,1/13/24,Saturday,2024,2024,2,1,1,33.8,668,26.49,0,0,668,2521.9,SoCal 4
Marina Del Rey,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,30,620.96,24.84,0,0,620.96,2500,SoCal 4
Marina Del Rey,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,31.48,593,28.5,0,0,593,2080.3,SoCal 4
Newport Beach,Actual,1/13/24,Saturday,2024,2024,2,1,1,37.3,666,29.55,183,8,849,2253.3,SoCal 4
Newport Beach,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,29.75,530.5,35.37,0,0,530.5,1500,SoCal 4
Newport Beach,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,27.71,446,39.09,177,16,623,1139.8,SoCal 4
Tustin,Actual,1/13/24,Saturday,2024,2024,2,1,1,37.35,618,24.13,0,0,618,2631.6,SoCal 4
Tustin,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,38.5,638,23.63,0,0,638,2700,SoCal 4
Tustin,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,45.7,748,22.04,0,0,748,3392.71,SoCal 4
Westminster,Actual,1/13/24,Saturday,2024,2024,2,1,1,23.75,440,20.98,0,0,440,2098.26,SoCal 4
Westminster,Scheduled,1/13/24,Saturday,2024,2024,2,1,1,28.5,546.81,26.04,0,0,546.81,2100,SoCal 4
Westminster,Year Ago,1/13/24,Saturday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/14/24,Sunday,2024,2024,2,1,1,35.2,615,22.42,0,0,615,2740.65,SoCal 4
Carson,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,35,611.45,24.46,0,0,611.45,2500,SoCal 4
Carson,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,35.13,724,38.05,0,0,724,1902.89,SoCal 4
Costa Mesa,Actual,1/14/24,Sunday,2024,2024,2,1,1,22.17,437,21.81,0,0,437,2002.96,SoCal 4
Costa Mesa,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,29,513.94,25.7,0,0,513.94,2000,SoCal 4
Costa Mesa,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,20.79,353,14.55,0,0,353,2424.13,SoCal 4
El Segundo,Actual,1/14/24,Sunday,2024,2024,2,1,1,29.8,519,27.37,0,0,519,1898.04,SoCal 4
El Segundo,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,30,523.2,23.78,0,0,523.2,2200,SoCal 4
El Segundo,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,30.14,534,26.9,0,0,534,1984.16,SoCal 4
Fountain Valley,Actual,1/14/24,Sunday,2024,2024,2,1,1,34.5,605,37.54,0,0,605,1611.95,SoCal 4
Fountain Valley,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,39.5,706,23.53,0,0,706,3000,SoCal 4
Fountain Valley,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,30.32,496,19.79,0,0,496,2504.25,SoCal 4
Five Points,Actual,1/14/24,Sunday,2024,2024,2,1,1,35.75,633,33.56,0,0,633,1886.51,SoCal 4
Five Points,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,37,659.81,27.49,0,0,659.81,2400,SoCal 4
Five Points,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,1/14/24,Sunday,2024,2024,2,1,1,32.81,623,21.92,0,0,623,2844.02,SoCal 4
LBX,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,35,668.5,20.26,0,0,668.5,3300,SoCal 4
LBX,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,1/14/24,Sunday,2024,2024,2,1,1,34.26,606,22.57,0,0,606,2685.84,SoCal 4
Long Beach,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,43,862.13,25.36,0,0,862.13,3400,SoCal 4
Long Beach,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,43.89,771,27.73,0,0,771,2780.03,SoCal 4
Manhattan Beach,Actual,1/14/24,Sunday,2024,2024,2,1,1,44.84,857,28.33,0,0,857,3024.71,SoCal 4
Manhattan Beach,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,45,776.65,19.42,0,0,776.65,4000,SoCal 4
Manhattan Beach,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,58.45,1210,33.89,0,0,1210,3619.43,SoCal 4
Marina Del Rey,Actual,1/14/24,Sunday,2024,2024,2,1,1,28.55,555,16.28,0,0,555,3406.57,SoCal 4
Marina Del Rey,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,27,521.7,20.87,0,0,521.7,2500,SoCal 4
Marina Del Rey,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,27.7,533,28.48,0,0,533,1870.79,SoCal 4
Newport Beach,Actual,1/14/24,Sunday,2024,2024,2,1,1,30.18,498,30.58,183,11,681,1627.8,SoCal 4
Newport Beach,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,26.75,436,29.07,0,0,436,1500,SoCal 4
Newport Beach,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,24.24,387,20.18,177,9,564,1917.88,SoCal 4
Tustin,Actual,1/14/24,Sunday,2024,2024,2,1,1,32.55,591,24.5,0,0,591,2412.43,SoCal 4
Tustin,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,38.5,696.5,25.8,0,0,696.5,2700,SoCal 4
Tustin,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,39.44,681,18.15,0,0,681,3752.89,SoCal 4
Westminster,Actual,1/14/24,Sunday,2024,2024,2,1,1,23.47,408,27.42,0,0,408,1486,SoCal 4
Westminster,Scheduled,1/14/24,Sunday,2024,2024,2,1,1,28.5,494.13,23.53,0,0,494.13,2100,SoCal 4
Westminster,Year Ago,1/14/24,Sunday,2024,2024,2,1,1,0,0,0,0,0,0,0,SoCal 4
Carson,Actual,1/1/24,Monday,2024,2024,1,1,1,30.96,640,24.85,0,0,640,2573.57,SoCal 4
Carson,Scheduled,1/1/24,Monday,2024,2024,1,1,1,38,754.73,32.81,0,0,754.73,2300,SoCal 4
Carson,Year Ago,1/1/24,Monday,2024,2024,1,1,1,32.77,574,35.74,0,0,574,1705.4,SoCal 4
Costa Mesa,Actual,1/1/24,Monday,2024,2024,1,1,1,27.89,555,21.7,0,0,555,2679.23,SoCal 4
Costa Mesa,Scheduled,1/1/24,Monday,2024,2024,1,1,1,28,537.31,35.82,0,0,537.31,1500,SoCal 4
Costa Mesa,Year Ago,1/1/24,Monday,2024,2024,1,1,1,28.15,525,29.33,0,0,525,1790.11,SoCal 4
El Segundo,Actual,1/1/24,Monday,2024,2024,1,1,1,23.76,477,20.94,0,0,477,2276.4,SoCal 4
El Segundo,Scheduled,1/1/24,Monday,2024,2024,1,1,1,27.5,545.45,15.58,0,0,545.45,3500,SoCal 4
El Segundo,Year Ago,1/1/24,Monday,2024,2024,1,1,1,45.2,876,45.9,0,0,876,1908.98,SoCal 4
Fountain Valley,Actual,1/1/24,Monday,2024,2024,1,1,1,32.29,606,29.84,0,0,606,2086.75,SoCal 4
Fountain Valley,Scheduled,1/1/24,Monday,2024,2024,1,1,1,34.5,635.5,31.78,0,0,635.5,2000,SoCal 4
Fountain Valley,Year Ago,1/1/24,Monday,2024,2024,1,1,1,40.68,706,25.83,0,0,706,2798.08,SoCal 4
Five Points,Actual,1/1/24,Monday,2024,2024,1,1,1,29.95,545,27.72,0,0,545,1964.53,SoCal 4
